requests,workers,rest_total_time,rest_avg_duration,rest_throughput,rest_p95_latency,grpc_total_time,grpc_avg_duration,grpc_throughput,grpc_p95_latency,rest_success_rate,rest_error_rate,grpc_success_rate,grpc_error_rate
100,20,0.9890103340148926,0.17516148567199707,101.11117807439835,0.4593053698539734,0.3133077621459961,0.056836214065551754,319.17498409567554,0.07535778284072875,100.0,0.0,100.0,0.0
500,30,3.8377685546875,0.21757700252532958,130.28404211329877,0.30985089540481564,1.6154088973999023,0.09231765127182007,309.5191569173477,0.12225282192230225,100.0,0.0,100.0,0.0
1000,50,6.537495374679565,0.30582422733306885,152.9637793508978,0.38530616760253905,2.5539169311523438,0.12269746541976928,391.55541349138304,0.16722835302352873,100.0,0.0,100.0,0.0
5000,100,28.216187477111816,0.54052414560318,177.20324562118324,0.6432312846183778,11.139878511428833,0.21983949165344238,448.8379289657698,0.27137395143508913,100.0,0.0,100.0,0.0
10000,200,59.8454110622406,1.1381831288895945,157.00451936453314,1.3155507445335388,24.484931707382202,0.47985834259986876,408.4144534078893,0.5901631236076355,93.96,6.04,100.0,0.0
